priorityIndex,batch,term,canonicalTerm,valueTier,recommendedTier,learningPriority,contentCategory,frequency,score,sourceStatus,sourceGlobalIndex,wordList,unit,unitIndex,sourceOccurrences,audioFile,start,end
1741,9,loot,loot,receptive,,medium,,3.49,3.49,ready,1236,3,3,50,1,ysgpc/Word List3/Word List3-Unit3.mp3,135.83,136.25
1742,9,dissolve,dissolve,receptive,,medium,,3.49,3.49,ready,1310,3,4,25,1,ysgpc/Word List3/Word List3-Unit4.mp3,72.53,73.13
1743,9,paddle,paddle,receptive,,medium,,3.49,3.49,ready,1385,3,5,1,1,ysgpc/Word List3/Word List3-Unit5.mp3,7.37,7.73
1744,9,flap,flap,receptive,,medium,,3.49,3.49,ready,1520,4,1,37,1,ysgpc/Word List4/Word List4-Unit1.mp3,102.77,103.21
1745,9,dubious,dubious,receptive,,medium,,3.49,3.49,ready,1921,4,5,43,1,ysgpc/Word List4/Word List4-Unit5.mp3,121.35,122.03
1746,9,noteworthy,noteworthy,receptive,,medium,,3.49,3.49,ready,2303,5,4,28,1,ysgpc/Word List5/Word List5-Unit4.mp3,78.2,78.94
1747,9,cling,cling,receptive,,medium,,3.49,3.49,ready,2431,5,5,58,1,ysgpc/Word List5/Word List5-Unit5.mp3,160.01,160.47
1748,9,coincide,coincide,receptive,,medium,,3.49,3.49,ready,2439,5,5,66,1,ysgpc/Word List5/Word List5-Unit5.mp3,180.66,181.42
1749,9,ancestor,ancestor,receptive,,medium,,3.49,3.49,ready,2486,6,1,13,1,ysgpc/Word List6/Word List6-Unit1.mp3,39.16,39.85
1750,9,commemorate,commemorate,receptive,,medium,,3.49,3.49,ready,2509,6,1,36,1,ysgpc/Word List6/Word List6-Unit1.mp3,99.78,100.46
1751,9,lapse,lapse,receptive,,medium,,3.49,3.49,ready,3092,7,2,24,1,ysgpc/Word List7/Word List7-Unit2.mp3,69.22,69.73
1752,9,pragmatic,pragmatic,receptive,,medium,,3.49,3.49,ready,3139,7,2,71,1,ysgpc/Word List7/Word List7-Unit2.mp3,193.68,194.39
1753,9,myriad,myriad,receptive,,medium,,3.49,3.49,ready,3339,7,4,76,1,ysgpc/Word List7/Word List7-Unit4.mp3,203.79,204.33
1754,9,abolish,abolish,receptive,,medium,,3.48,3.48,ready,5,1,1,5,1,ysgpc/Word List1/Word List1-Unit1.mp3,16.8,17.41
1755,9,anthology,anthology,receptive,,medium,,3.48,3.48,ready,562,2,1,67,1,ysgpc/Word List2/Word List2-Unit1.mp3,183.11,183.85
1756,9,avalanche,avalanche,receptive,,medium,,3.48,3.48,ready,597,2,2,3,1,ysgpc/Word List2/Word List2-Unit2.mp3,12.92,13.58
1757,9,ecstasy,ecstasy,receptive,,medium,,3.48,3.48,ready,843,2,4,51,1,ysgpc/Word List2/Word List2-Unit4.mp3,138.41,139.08
1758,9,teamwork,teamwork,receptive,,medium,,3.48,3.48,ready,890,2,4,98,1,ysgpc/Word List2/Word List2-Unit4.mp3,262.7,263.26
1759,9,blockbuster,blockbuster,receptive,,medium,,3.48,3.48,ready,997,3,1,9,1,ysgpc/Word List3/Word List3-Unit1.mp3,28.3,29.0
1760,9,concede,concede,receptive,,medium,,3.48,3.48,ready,1065,3,1,77,1,ysgpc/Word List3/Word List3-Unit1.mp3,206.82,207.41
1761,9,adventurous,adventurous,receptive,,medium,,3.48,3.48,ready,1126,3,2,39,1,ysgpc/Word List3/Word List3-Unit2.mp3,108.51,109.29
1762,9,incompatible,incompatible,receptive,,medium,,3.48,3.48,ready,1318,3,4,33,1,ysgpc/Word List3/Word List3-Unit4.mp3,93.67,94.5
1763,9,kidnap,kidnap,receptive,,medium,,3.48,3.48,ready,1324,3,4,39,1,ysgpc/Word List3/Word List3-Unit4.mp3,109.7,110.23
1764,9,hysterical,hysterical,receptive,,medium,,3.48,3.48,ready,1571,4,1,88,1,ysgpc/Word List4/Word List4-Unit1.mp3,240.26,240.98
1765,9,accumulate,accumulate,receptive,,medium,,3.48,3.48,ready,2073,5,1,96,1,ysgpc/Word List5/Word List5-Unit1.mp3,258.67,259.43
1766,9,innate,innate,receptive,,medium,,3.48,3.48,ready,2156,5,2,79,1,ysgpc/Word List5/Word List5-Unit2.mp3,212.23,212.72
1767,9,speculate,speculate,receptive,,medium,,3.48,3.48,ready,2324,5,4,49,1,ysgpc/Word List5/Word List5-Unit4.mp3,134.31,135.04
1768,9,deter,deter,receptive,,medium,,3.48,3.48,ready,2542,6,1,69,1,ysgpc/Word List6/Word List6-Unit1.mp3,186.42,186.94
1769,9,wrestle,wrestle,receptive,,medium,,3.48,3.48,ready,2660,6,2,87,1,ysgpc/Word List6/Word List6-Unit2.mp3,234.75,235.27
1770,9,postpone,postpone,receptive,,medium,,3.48,3.48,ready,2841,6,4,70,1,ysgpc/Word List6/Word List6-Unit4.mp3,189.78,190.41
1771,9,contradictory,contradictory,receptive,,medium,,3.48,3.48,ready,3237,7,3,72,1,ysgpc/Word List7/Word List7-Unit3.mp3,196.64,197.39
1772,9,blueprint,blueprint,receptive,,medium,,3.48,3.48,ready,3316,7,4,53,1,ysgpc/Word List7/Word List7-Unit4.mp3,143.59,144.18
1773,9,leash,leash,receptive,,medium,,3.47,3.47,ready,376,1,4,77,1,ysgpc/Word List1/Word List1-Unit4.mp3,208.89,209.37
1774,9,memorandum,memorandum,receptive,,medium,,3.47,3.47,ready,851,2,4,59,1,ysgpc/Word List2/Word List2-Unit4.mp3,159.96,160.65
1775,9,crave,crave,receptive,,medium,,3.47,3.47,ready,940,2,5,49,1,ysgpc/Word List2/Word List2-Unit5.mp3,135.13,135.68
1776,9,grumpy,grumpy,receptive,,medium,,3.47,3.47,ready,982,2,5,91,1,ysgpc/Word List2/Word List2-Unit5.mp3,246.85,247.35
1777,9,landslide,landslide,receptive,,medium,,3.47,3.47,ready,1280,3,3,94,1,ysgpc/Word List3/Word List3-Unit3.mp3,251.57,252.28
1778,9,turbulent,turbulent,receptive,,medium,,3.47,3.47,ready,1478,3,5,94,1,ysgpc/Word List3/Word List3-Unit5.mp3,254.84,255.46
1779,9,puberty,puberty,receptive,,medium,,3.47,3.47,ready,1687,4,3,6,1,ysgpc/Word List4/Word List4-Unit3.mp3,20.33,20.9
1780,9,intrinsic,intrinsic,receptive,,medium,,3.47,3.47,ready,1802,4,4,23,1,ysgpc/Word List4/Word List4-Unit4.mp3,65.27,66.01
1781,9,gloss,gloss,receptive,,medium,,3.47,3.47,ready,2336,5,4,61,1,ysgpc/Word List5/Word List5-Unit4.mp3,165.84,166.31
1782,9,cascade,cascade,receptive,,medium,,3.47,3.47,ready,2376,5,5,3,1,ysgpc/Word List5/Word List5-Unit5.mp3,12.56,13.22
1783,9,irresistible,irresistible,receptive,,medium,,3.47,3.47,ready,2745,6,3,73,1,ysgpc/Word List6/Word List6-Unit3.mp3,197.79,198.55
1784,9,elusive,elusive,receptive,,medium,,3.47,3.47,ready,2768,6,3,96,1,ysgpc/Word List6/Word List6-Unit3.mp3,259.22,259.85
1785,9,ordeal,ordeal,receptive,,medium,,3.47,3.47,ready,3118,7,2,50,1,ysgpc/Word List7/Word List7-Unit2.mp3,137.75,138.29
1786,9,biodiversity,biodiversity,receptive,,medium,,3.47,3.47,ready,3193,7,3,28,1,ysgpc/Word List7/Word List7-Unit3.mp3,78.98,79.98
1787,9,consolidate,consolidate,receptive,,medium,,3.47,3.47,ready,3229,7,3,64,1,ysgpc/Word List7/Word List7-Unit3.mp3,175.09,175.88
1788,9,aspire,aspire,receptive,,medium,,3.47,3.47,ready,3366,7,5,4,1,ysgpc/Word List7/Word List7-Unit5.mp3,16.38,16.97
1789,9,simplify,simplify,receptive,,medium,,3.46,3.46,ready,147,1,2,46,1,ysgpc/Word List1/Word List1-Unit2.mp3,126.18,126.93
1790,9,smear,smear,receptive,,medium,,3.46,3.46,ready,478,1,5,82,1,ysgpc/Word List1/Word List1-Unit5.mp3,224.29,224.88
1791,9,imbalance,imbalance,receptive,,medium,,3.46,3.46,ready,841,2,4,49,1,ysgpc/Word List2/Word List2-Unit4.mp3,133.17,133.87
1792,9,diminish,diminish,receptive,,medium,,3.46,3.46,ready,1620,4,2,37,1,ysgpc/Word List4/Word List4-Unit2.mp3,105.43,105.99
1793,9,compose,compose,receptive,,medium,,3.46,3.46,ready,1757,4,3,76,1,ysgpc/Word List4/Word List4-Unit3.mp3,203.61,204.27
1794,9,immoral,immoral,receptive,,medium,,3.46,3.46,ready,1971,4,5,93,1,ysgpc/Word List4/Word List4-Unit5.mp3,256.76,257.29
1795,9,annoy,annoy,receptive,,medium,,3.46,3.46,ready,2172,5,2,95,1,ysgpc/Word List5/Word List5-Unit2.mp3,255.02,255.5
1796,9,boredom,boredom,receptive,,medium,,3.46,3.46,ready,2678,6,3,6,1,ysgpc/Word List6/Word List6-Unit3.mp3,20.94,21.39
1797,9,obscene,obscene,receptive,,medium,,3.46,3.46,ready,2935,6,5,65,1,ysgpc/Word List6/Word List6-Unit5.mp3,175.45,175.98
1798,9,applaud,applaud,receptive,,medium,,3.46,3.46,ready,3021,7,1,52,1,ysgpc/Word List7/Word List7-Unit1.mp3,140.41,140.96
1799,9,gadget,gadget,receptive,,medium,,3.45,3.45,ready,23,1,1,23,1,ysgpc/Word List1/Word List1-Unit1.mp3,64.28,64.79
1800,9,candid,candid,receptive,,medium,,3.45,3.45,ready,81,1,1,81,1,ysgpc/Word List1/Word List1-Unit1.mp3,214.97,215.48
1801,10,implicit,implicit,receptive,,medium,,3.45,3.45,ready,94,1,1,94,1,ysgpc/Word List1/Word List1-Unit1.mp3,248.84,249.52
1802,10,audible,audible,receptive,,medium,,3.45,3.45,ready,247,1,3,47,1,ysgpc/Word List1/Word List1-Unit3.mp3,131.28,131.78
1803,10,prosper,prosper,receptive,,medium,,3.45,3.45,ready,700,2,3,7,1,ysgpc/Word List2/Word List2-Unit3.mp3,24.32,24.81
1804,10,rendition,rendition,receptive,,medium,,3.45,3.45,ready,799,2,4,7,1,ysgpc/Word List2/Word List2-Unit4.mp3,23.09,23.74
1805,10,tentative,tentative,receptive,,medium,,3.45,3.45,ready,903,2,5,12,1,ysgpc/Word List2/Word List2-Unit5.mp3,37.51,38.12
1806,10,keystone,keystone,receptive,,medium,,3.45,3.45,ready,1134,3,2,47,1,ysgpc/Word List3/Word List3-Unit2.mp3,129.58,130.17
1807,10,enroll,enroll,receptive,,medium,,3.45,3.45,ready,1317,3,4,32,1,ysgpc/Word List3/Word List3-Unit4.mp3,91.04,91.58
1808,10,cunning,cunning,receptive,,medium,,3.45,3.45,ready,1720,4,3,39,1,ysgpc/Word List4/Word List4-Unit3.mp3,106.97,107.37
1809,10,greasy,greasy,receptive,,medium,,3.45,3.45,ready,1766,4,3,85,1,ysgpc/Word List4/Word List4-Unit3.mp3,227.78,228.27
1810,10,mayhem,mayhem,receptive,,medium,,3.45,3.45,ready,2243,5,3,67,1,ysgpc/Word List5/Word List5-Unit3.mp3,181.42,181.97
1811,10,hideous,hideous,receptive,,medium,,3.45,3.45,ready,2246,5,3,70,1,ysgpc/Word List5/Word List5-Unit3.mp3,189.39,189.95
1812,10,inlet,inlet,receptive,,medium,,3.45,3.45,ready,2422,5,5,49,1,ysgpc/Word List5/Word List5-Unit5.mp3,135.76,136.26
1813,10,mould,mould,receptive,,medium,,3.45,3.45,ready,2543,6,1,70,1,ysgpc/Word List6/Word List6-Unit1.mp3,188.97,189.51
1814,10,abiding,abiding,receptive,,medium,,3.45,3.45,ready,2896,6,5,26,1,ysgpc/Word List6/Word List6-Unit5.mp3,72.52,73.14
1815,10,subordinate,subordinate,receptive,,medium,,3.45,3.45,ready,2982,7,1,13,1,ysgpc/Word List7/Word List7-Unit1.mp3,39.07,39.87
1816,10,discord,discord,receptive,,medium,,3.45,3.45,ready,3380,7,5,18,1,ysgpc/Word List7/Word List7-Unit5.mp3,53.68,54.18
1817,10,precursor,precursor,receptive,,medium,,3.44,3.44,ready,112,1,2,11,1,ysgpc/Word List1/Word List1-Unit2.mp3,34.39,35.08
1818,10,indifferent,indifferent,receptive,,medium,,3.44,3.44,ready,213,1,3,13,1,ysgpc/Word List1/Word List1-Unit3.mp3,38.48,39.25
1819,10,frenzy,frenzy,receptive,,medium,,3.44,3.44,ready,277,1,3,77,1,ysgpc/Word List1/Word List1-Unit3.mp3,211.05,211.67
1820,10,preferable,preferable,receptive,,medium,,3.44,3.44,ready,614,2,2,20,1,ysgpc/Word List2/Word List2-Unit2.mp3,58.2,58.82
1821,10,everlasting,everlasting,receptive,,medium,,3.44,3.44,ready,1093,3,2,6,1,ysgpc/Word List3/Word List3-Unit2.mp3,20.6,21.32
1822,10,relocate,relocate,receptive,,medium,,3.44,3.44,ready,1613,4,2,30,1,ysgpc/Word List4/Word List4-Unit2.mp3,86.8,87.55
1823,10,invariably,invariably,receptive,,medium,,3.44,3.44,ready,1931,4,5,53,1,ysgpc/Word List4/Word List4-Unit5.mp3,148.37,149.19
1824,10,mania,mania,receptive,,medium,,3.44,3.44,ready,1985,5,1,8,1,ysgpc/Word List5/Word List5-Unit1.mp3,27.05,27.58
1825,10,clumsy,clumsy,receptive,,medium,,3.44,3.44,ready,2753,6,3,81,1,ysgpc/Word List6/Word List6-Unit3.mp3,219.4,219.94
1826,10,blackmail,blackmail,receptive,,medium,,3.44,3.44,ready,2837,6,4,66,1,ysgpc/Word List6/Word List6-Unit4.mp3,179.25,179.82
1827,10,soluble,soluble,receptive,,medium,,3.44,3.44,ready,2859,6,4,88,1,ysgpc/Word List6/Word List6-Unit4.mp3,237.27,237.87
1828,10,invincible,invincible,receptive,,medium,,3.44,3.44,ready,2864,6,4,93,1,ysgpc/Word List6/Word List6-Unit4.mp3,250.42,251.12
1829,10,reclaim,reclaim,receptive,,medium,,3.44,3.44,ready,3284,7,4,21,1,ysgpc/Word List7/Word List7-Unit4.mp3,59.55,60.16
1830,10,dizzy,dizzy,receptive,,medium,,3.43,3.43,ready,22,1,1,22,1,ysgpc/Word List1/Word List1-Unit1.mp3,61.83,62.23
1831,10,enact,enact,receptive,,medium,,3.43,3.43,ready,131,1,2,30,1,ysgpc/Word List1/Word List1-Unit2.mp3,84.94,85.48
1832,10,stringent,stringent,receptive,,medium,,3.43,3.43,ready,333,1,4,34,1,ysgpc/Word List1/Word List1-Unit4.mp3,95.15,95.91
1833,10,migrate,migrate,receptive,,medium,,3.43,3.43,ready,694,2,3,1,1,ysgpc/Word List2/Word List2-Unit3.mp3,7.94,8.6
1834,10,torrent,torrent,receptive,,medium,,3.43,3.43,ready,760,2,3,67,1,ysgpc/Word List2/Word List2-Unit3.mp3,184.06,184.52
1835,10,insomnia,insomnia,receptive,,medium,,3.43,3.43,ready,876,2,4,84,1,ysgpc/Word List2/Word List2-Unit4.mp3,225.75,226.46
1836,10,petite,petite,receptive,,medium,,3.43,3.43,ready,1241,3,3,55,1,ysgpc/Word List3/Word List3-Unit3.mp3,148.67,149.15
1837,10,sanction,sanction,receptive,,medium,,3.43,3.43,ready,1268,3,3,82,1,ysgpc/Word List3/Word List3-Unit3.mp3,219.57,220.21
1838,10,mundane,mundane,receptive,,medium,,3.43,3.43,ready,1410,3,5,26,1,ysgpc/Word List3/Word List3-Unit5.mp3,72.98,73.54
1839,10,bleak,bleak,receptive,,medium,,3.43,3.43,ready,1463,3,5,79,1,ysgpc/Word List3/Word List3-Unit5.mp3,214.94,215.29
1840,10,clement,clement,receptive,,medium,,3.43,3.43,ready,1535,4,1,52,1,ysgpc/Word List4/Word List4-Unit1.mp3,143.12,143.62
1841,10,lunatic,lunatic,receptive,,medium,,3.43,3.43,ready,1872,4,4,93,1,ysgpc/Word List4/Word List4-Unit4.mp3,250.26,250.89
1842,10,illicit,illicit,receptive,,medium,,3.43,3.43,ready,2436,5,5,63,2,ysgpc/Word List5/Word List5-Unit5.mp3,172.66,173.25
1843,10,pendant,pendant,receptive,,medium,,3.43,3.43,ready,2600,6,2,27,1,ysgpc/Word List6/Word List6-Unit2.mp3,76.19,76.72
1844,10,appraisal,appraisal,receptive,,medium,,3.43,3.43,ready,2717,6,3,45,1,ysgpc/Word List6/Word List6-Unit3.mp3,123.23,123.83
1845,10,booming,booming,receptive,,medium,,3.43,3.43,ready,2764,6,3,92,1,ysgpc/Word List6/Word List6-Unit3.mp3,248.65,249.1
1846,10,upbringing,upbringing,receptive,,medium,,3.43,3.43,ready,2901,6,5,31,1,ysgpc/Word List6/Word List6-Unit5.mp3,85.26,85.88
1847,10,bogus,bogus,receptive,,medium,,3.43,3.43,ready,3126,7,2,58,1,ysgpc/Word List7/Word List7-Unit2.mp3,158.82,159.37
1848,10,repertoire,repertoire,receptive,,medium,,3.43,3.43,ready,3219,7,3,54,1,ysgpc/Word List7/Word List7-Unit3.mp3,148.66,149.26
1849,10,lavish,lavish,receptive,,medium,,3.42,3.42,ready,190,1,2,89,1,ysgpc/Word List1/Word List1-Unit2.mp3,240.51,241.09
1850,10,stumble,stumble,receptive,,medium,,3.42,3.42,ready,260,1,3,60,1,ysgpc/Word List1/Word List1-Unit3.mp3,165.38,166.0
1851,10,cultivate,cultivate,receptive,,medium,,3.42,3.42,ready,1049,3,1,61,1,ysgpc/Word List3/Word List3-Unit1.mp3,164.15,164.77
1852,10,override,override,receptive,,medium,,3.42,3.42,ready,1146,3,2,59,1,ysgpc/Word List3/Word List3-Unit2.mp3,161.7,162.43
1853,10,haze,haze,receptive,,medium,,3.42,3.42,ready,1169,3,2,82,1,ysgpc/Word List3/Word List3-Unit2.mp3,221.92,222.42
1854,10,prehistoric,prehistoric,receptive,,medium,,3.42,3.42,ready,1386,3,5,2,1,ysgpc/Word List3/Word List3-Unit5.mp3,9.78,10.59
1855,10,sediment,sediment,receptive,,medium,,3.42,3.42,ready,1612,4,2,29,1,ysgpc/Word List4/Word List4-Unit2.mp3,84.05,84.71
1856,10,psyche,psyche,receptive,,medium,,3.42,3.42,ready,1884,4,5,6,1,ysgpc/Word List4/Word List4-Unit5.mp3,21.14,21.73
1857,10,livelihood,livelihood,receptive,,medium,,3.42,3.42,ready,2012,5,1,35,1,ysgpc/Word List5/Word List5-Unit1.mp3,98.74,99.44
1858,10,miscellaneous,miscellaneous,receptive,,medium,,3.42,3.42,ready,2632,6,2,59,1,ysgpc/Word List6/Word List6-Unit2.mp3,160.9,161.73
1859,10,betray,betray,receptive,,medium,,3.42,3.42,ready,2770,6,3,98,1,ysgpc/Word List6/Word List6-Unit3.mp3,264.61,265.14
1860,10,disparity,disparity,receptive,,medium,,3.42,3.42,ready,3122,7,2,54,1,ysgpc/Word List7/Word List7-Unit2.mp3,148.33,149.03
1861,10,defy,defy,receptive,,medium,,3.42,3.42,ready,3152,7,2,84,1,ysgpc/Word List7/Word List7-Unit2.mp3,228.89,229.38
1862,10,camouflage,camouflage,receptive,,medium,,3.42,3.42,ready,3179,7,3,14,1,ysgpc/Word List7/Word List7-Unit3.mp3,41.56,42.24
1863,10,ubiquitous,ubiquitous,receptive,,medium,,3.42,3.42,ready,3196,7,3,31,1,ysgpc/Word List7/Word List7-Unit3.mp3,87.07,87.85
1864,10,devoid,devoid,receptive,,medium,,3.42,3.42,ready,3400,7,5,38,1,ysgpc/Word List7/Word List7-Unit5.mp3,106.11,106.67
1865,10,evergreen,evergreen,receptive,,medium,,3.41,3.41,ready,192,1,2,91,1,ysgpc/Word List1/Word List1-Unit2.mp3,245.92,246.46
1866,10,hurdle,hurdle,receptive,,medium,,3.41,3.41,ready,253,1,3,53,1,ysgpc/Word List1/Word List1-Unit3.mp3,146.86,147.32
1867,10,emulate,emulate,receptive,,medium,,3.41,3.41,ready,414,1,5,18,1,ysgpc/Word List1/Word List1-Unit5.mp3,52.51,53.13
1868,10,fortnight,fortnight,receptive,,medium,,3.41,3.41,ready,1160,3,2,73,1,ysgpc/Word List3/Word List3-Unit2.mp3,198.76,199.4
1869,10,adultery,adultery,receptive,,medium,,3.41,3.41,ready,1205,3,3,19,1,ysgpc/Word List3/Word List3-Unit3.mp3,54.32,54.96
1870,10,evasion,evasion,receptive,,medium,,3.41,3.41,ready,1397,3,5,13,1,ysgpc/Word List3/Word List3-Unit5.mp3,38.45,39.04
1871,10,contemplate,contemplate,receptive,,medium,,3.41,3.41,ready,1632,4,2,49,1,ysgpc/Word List4/Word List4-Unit2.mp3,136.99,137.72
1872,10,indefinite,indefinite,receptive,,medium,,3.41,3.41,ready,1788,4,4,9,1,ysgpc/Word List4/Word List4-Unit4.mp3,28.41,29.15
1873,10,dormant,dormant,receptive,,medium,,3.41,3.41,ready,2059,5,1,82,1,ysgpc/Word List5/Word List5-Unit1.mp3,221.72,222.2
1874,10,embarrass,embarrass,receptive,,medium,,3.41,3.41,ready,2676,6,3,4,1,ysgpc/Word List6/Word List6-Unit3.mp3,15.66,16.34
1875,10,filth,filth,receptive,,medium,,3.41,3.41,ready,2996,7,1,27,1,ysgpc/Word List7/Word List7-Unit1.mp3,76.21,76.74
1876,10,depict,depict,receptive,,medium,,3.41,3.41,ready,3008,7,1,39,1,ysgpc/Word List7/Word List7-Unit1.mp3,107.09,107.61
1877,10,monstrous,monstrous,receptive,,medium,,3.41,3.41,ready,3013,7,1,44,1,ysgpc/Word List7/Word List7-Unit1.mp3,120.06,120.75
1878,10,prudent,prudent,receptive,,medium,,3.41,3.41,ready,3067,7,1,98,1,ysgpc/Word List7/Word List7-Unit1.mp3,261.21,261.74
1879,10,coarse,coarse,receptive,,medium,,3.41,3.41,ready,3068,7,1,99,1,ysgpc/Word List7/Word List7-Unit1.mp3,263.76,264.24
1880,10,irrespective,irrespective,receptive,,medium,,3.41,3.41,ready,3146,7,2,78,1,ysgpc/Word List7/Word List7-Unit2.mp3,212.44,213.24
1881,10,carve,carve,receptive,,medium,,3.41,3.41,ready,3401,7,5,39,1,ysgpc/Word List7/Word List7-Unit5.mp3,108.72,109.24
1882,10,motif,motif,receptive,,medium,,3.4,3.4,ready,243,1,3,43,1,ysgpc/Word List1/Word List1-Unit3.mp3,120.4,121.04
1883,10,gorge,gorge,receptive,,medium,,3.4,3.4,ready,283,1,3,83,1,ysgpc/Word List1/Word List1-Unit3.mp3,227.27,227.76
1884,10,marvellous,marvellous,receptive,,medium,,3.4,3.4,ready,685,2,2,91,1,ysgpc/Word List2/Word List2-Unit2.mp3,246.27,246.92
1885,10,etiquette,etiquette,receptive,,medium,,3.4,3.4,ready,1013,3,1,25,1,ysgpc/Word List3/Word List3-Unit1.mp3,69.76,70.33
1886,10,thrift,thrift,receptive,,medium,,3.4,3.4,ready,1253,3,3,67,1,ysgpc/Word List3/Word List3-Unit3.mp3,180.62,181.11
1887,10,daunting,daunting,receptive,,medium,,3.4,3.4,ready,1436,3,5,52,1,ysgpc/Word List3/Word List3-Unit5.mp3,144.2,144.73
1888,10,traverse,traverse,receptive,,medium,,3.4,3.4,ready,1526,4,1,43,1,ysgpc/Word List4/Word List4-Unit1.mp3,119.18,119.87
1889,10,strife,strife,receptive,,medium,,3.4,3.4,ready,1826,4,4,47,1,ysgpc/Word List4/Word List4-Unit4.mp3,128.98,129.58
1890,10,peril,peril,receptive,,medium,,3.4,3.4,ready,2080,5,2,3,1,ysgpc/Word List5/Word List5-Unit2.mp3,12.63,13.01
1891,10,extravagant,extravagant,receptive,,medium,,3.4,3.4,ready,2251,5,3,75,1,ysgpc/Word List5/Word List5-Unit3.mp3,202.52,203.35
1892,10,hypocrite,hypocrite,receptive,,medium,,3.4,3.4,ready,2763,6,3,91,1,ysgpc/Word List6/Word List6-Unit3.mp3,245.97,246.59
1893,10,posh,posh,receptive,,medium,,3.4,3.4,ready,2812,6,4,41,1,ysgpc/Word List6/Word List6-Unit4.mp3,113.73,114.16
1894,10,embark,embark,receptive,,medium,,3.4,3.4,ready,2872,6,5,2,1,ysgpc/Word List6/Word List6-Unit5.mp3,9.72,10.33
1895,10,ominous,ominous,receptive,,medium,,3.4,3.4,ready,3066,7,1,97,1,ysgpc/Word List7/Word List7-Unit1.mp3,258.65,259.19
1896,10,barren,barren,receptive,,medium,,3.4,3.4,ready,3413,7,5,51,1,ysgpc/Word List7/Word List7-Unit5.mp3,140.04,140.42
1897,10,intermittent,intermittent,receptive,,medium,,3.39,3.39,ready,605,2,2,11,1,ysgpc/Word List2/Word List2-Unit2.mp3,34.0,34.78
1898,10,overflow,overflow,receptive,,medium,,3.39,3.39,ready,770,2,3,77,1,ysgpc/Word List2/Word List2-Unit3.mp3,210.35,211.03
1899,10,vanish,vanish,receptive,,medium,,3.39,3.39,ready,838,2,4,46,1,ysgpc/Word List2/Word List2-Unit4.mp3,125.25,125.76
1900,10,cocky,cocky,receptive,,medium,,3.39,3.39,ready,949,2,5,58,1,ysgpc/Word List2/Word List2-Unit5.mp3,159.37,159.77
1901,10,negligible,negligible,receptive,,medium,,3.39,3.39,ready,957,2,5,66,1,ysgpc/Word List2/Word List2-Unit5.mp3,180.49,181.14
1902,10,futile,futile,receptive,,medium,,3.39,3.39,ready,975,2,5,84,1,ysgpc/Word List2/Word List2-Unit5.mp3,228.0,228.63
1903,10,panorama,panorama,receptive,,medium,,3.39,3.39,ready,1337,3,4,52,1,ysgpc/Word List3/Word List3-Unit4.mp3,143.61,144.23
1904,10,graceful,graceful,receptive,,medium,,3.39,3.39,ready,1342,3,4,57,1,ysgpc/Word List3/Word List3-Unit4.mp3,156.89,157.42
1905,10,interdisciplinary,interdisciplinary,receptive,,medium,,3.39,3.39,ready,1429,3,5,45,1,ysgpc/Word List3/Word List3-Unit5.mp3,124.77,125.76
1906,10,evade,evade,receptive,,medium,,3.39,3.39,ready,2049,5,1,72,1,ysgpc/Word List5/Word List5-Unit1.mp3,195.28,195.81
1907,10,multicultural,multicultural,receptive,,medium,,3.39,3.39,ready,2360,5,4,85,1,ysgpc/Word List5/Word List5-Unit4.mp3,228.77,229.59
1908,10,counterfeit,counterfeit,receptive,,medium,,3.39,3.39,ready,2373,5,4,98,1,ysgpc/Word List5/Word List5-Unit4.mp3,263.98,264.65
1909,10,preface,preface,receptive,,medium,,3.39,3.39,ready,2375,5,5,2,1,ysgpc/Word List5/Word List5-Unit5.mp3,10.0,10.55
1910,10,sprinkle,sprinkle,receptive,,medium,,3.39,3.39,ready,2581,6,2,8,1,ysgpc/Word List6/Word List6-Unit2.mp3,26.03,26.56
1911,10,spherical,spherical,receptive,,medium,,3.39,3.39,ready,2618,6,2,45,1,ysgpc/Word List6/Word List6-Unit2.mp3,123.67,124.34
1912,10,glacial,glacial,receptive,,medium,,3.39,3.39,ready,2683,6,3,11,1,ysgpc/Word List6/Word List6-Unit3.mp3,33.94,34.46
1913,10,encore,encore,receptive,,medium,,3.39,3.39,ready,2907,6,5,37,1,ysgpc/Word List6/Word List6-Unit5.mp3,101.06,101.59
1914,10,anesthesia,anesthesia,receptive,,medium,,3.39,3.39,ready,3052,7,1,83,1,ysgpc/Word List7/Word List7-Unit1.mp3,221.47,222.26
1915,10,inquire,inquire,receptive,,medium,,3.38,3.38,ready,75,1,1,75,1,ysgpc/Word List1/Word List1-Unit1.mp3,199.92,200.54
1916,10,authorize,authorize,receptive,,medium,,3.38,3.38,ready,800,2,4,8,1,ysgpc/Word List2/Word List2-Unit4.mp3,25.79,26.51
1917,10,lash,lash,receptive,,medium,,3.38,3.38,ready,867,2,4,75,1,ysgpc/Word List2/Word List2-Unit4.mp3,201.53,202.05
1918,10,elevate,elevate,receptive,,medium,,3.38,3.38,ready,1263,3,3,77,1,ysgpc/Word List3/Word List3-Unit3.mp3,206.6,207.12
1919,10,uphill,uphill,receptive,,medium,,3.38,3.38,ready,1753,4,3,72,1,ysgpc/Word List4/Word List4-Unit3.mp3,193.05,193.58
1920,10,impartial,impartial,receptive,,medium,,3.38,3.38,ready,1877,4,4,98,1,ysgpc/Word List4/Word List4-Unit4.mp3,263.91,264.62
